GeneID	Gene	GeneAliases	GeneType	GeneDescription	Pathways	Diseases
10092	ARPC5	ARC16|dJ127C7.3|p16-Arc	protein-coding	actin related protein 2/3 complex subunit 5	hsa04144[Endocytosis]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa04810[Regulation of actin cytoskeleton]&hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]	hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]
10093	ARPC4	ARC20|P20-ARC	protein-coding	actin related protein 2/3 complex subunit 4	hsa04144[Endocytosis]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa04810[Regulation of actin cytoskeleton]&hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]	hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]
10094	ARPC3	ARC21|p21-Arc	protein-coding	actin related protein 2/3 complex subunit 3	hsa04144[Endocytosis]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa04810[Regulation of actin cytoskeleton]&hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]	hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]
10095	ARPC1B	ARC41|PLTEID|p40-ARC|p41-ARC	protein-coding	actin related protein 2/3 complex subunit 1B	hsa04144[Endocytosis]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa04810[Regulation of actin cytoskeleton]&hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]	hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]
10096	ACTR3	ARP3	protein-coding	actin related protein 3	hsa04530[Tight junction]&hsa05135[Yersinia infection]	hsa05135[Yersinia infection]
10097	ACTR2	ARP2	protein-coding	actin related protein 2	hsa04530[Tight junction]&hsa05135[Yersinia infection]	hsa05135[Yersinia infection]
100996746	SPDYE11	.	protein-coding	speedy/RINGO cell cycle regulator family member E11	hsa04114[Oocyte meiosis]&hsa04914[Progesterone-mediated oocyte maturation]	.
100996758	NPY4R2	CH17-360D5.1|NPY4-R|NPY4R|PP1|PPYR1	protein-coding	neuropeptide Y receptor Y4-2	hsa04080[Neuroactive ligand-receptor interaction]	.
10105	PPIF	CYP3|CyP-M|Cyp-D|CypD	protein-coding	peptidylprolyl isomerase F	hsa04020[Calcium signaling pathway]&hsa04022[cGMP-PKG signaling pathway]&hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05145[Toxoplasmosis]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05145[Toxoplasmosis]
101060200	ZNF891	.	protein-coding	zinc finger protein 891	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
10109	ARPC2	ARC34|PNAS-139|PRO2446|p34-Arc	protein-coding	actin related protein 2/3 complex subunit 2	hsa04144[Endocytosis]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa04810[Regulation of actin cytoskeleton]&hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]	hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05132[Salmonella infection]
10110	SGK2	H-SGK2|dJ138B7.2	protein-coding	serum/glucocorticoid regulated kinase 2	hsa04068[FoxO signaling pathway]&hsa04151[PI3K-Akt signaling pathway]	.
10111	RAD50	NBSLD|RAD502|hRad50	protein-coding	RAD50 double strand break repair protein	hsa03440[Homologous recombination]&hsa03450[Non-homologous end-joining]&hsa04218[Cellular senescence]	.
10113	PREB	SEC12	protein-coding	prolactin regulatory element binding	hsa04141[Protein processing in endoplasmic reticulum]	.
10114	HIPK3	DYRK6|FIST3|PKY|YAK1	protein-coding	homeodomain interacting protein kinase 3	hsa04218[Cellular senescence]	.
10120	ACTR1B	ARP1B|CTRN2|PC3	protein-coding	actin related protein 1B	hsa05016[Huntington disease]	hsa05016[Huntington disease]
10121	ACTR1A	ARP1|Arp1A|CTRN1	protein-coding	actin related protein 1A	hsa05016[Huntington disease]	hsa05016[Huntington disease]
10125	RASGRP1	CALDAG-GEFI|CALDAG-GEFII|IMD64|RASGRP	protein-coding	RAS guanyl releasing protein 1	hsa04010[MAPK signaling pathway]&hsa04014[Ras signaling pathway]&hsa04611[Platelet activation]&hsa04660[T cell receptor signaling pathway]&hsa05200[Pathways in cancer]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]	hsa05200[Pathways in cancer]&hsa05235[PD-L1 expression and PD-1 checkpoint pathway in cancer]
10126	DNAL4	MRMV3|PIG27	protein-coding	dynein axonemal light chain 4	hsa05016[Huntington disease]	hsa05016[Huntington disease]
1013	CDH15	CDH14|CDH3|CDHM|MCAD|MRD3	protein-coding	cadherin 15	hsa04514[Cell adhesion molecules (CAMs)]	.
10130	PDIA6	ERP5|P5|TXNDC7	protein-coding	protein disulfide isomerase family A member 6	hsa04141[Protein processing in endoplasmic reticulum]	.
10131	TRAP1	HSP 75|HSP75|HSP90L|TRAP-1	protein-coding	TNF receptor associated protein 1	hsa05012[Parkinson disease]	hsa05012[Parkinson disease]
10133	OPTN	ALS12|FIP2|GLC1E|HIP7|HYPL|NRP|TFIIIA-INTP	protein-coding	optineurin	hsa04137[Mitophagy - animal]	.
10134	BCAP31	6C6-AG|BAP31|CDM|DDCH|DXS1357E	protein-coding	B cell receptor associated protein 31	hsa04141[Protein processing in endoplasmic reticulum]&hsa05165[Human papillomavirus infection]	hsa05165[Human papillomavirus infection]
10135	NAMPT	1110035O14Rik|PBEF|PBEF1|VF|VISFATIN	protein-coding	nicotinamide phosphoribosyltransferase	hsa00760[Nicotinate and nicotinamide metabolism]&hsa01100[Metabolic pathways]&hsa04621[NOD-like receptor signaling pathway]	.
10136	CELA3A	ELA3|ELA3A	protein-coding	chymotrypsin like elastase 3A	hsa04972[Pancreatic secretion]&hsa04974[Protein digestion and absorption]	.
10140	TOB1	APRO5|APRO6|PIG49|TOB|TROB|TROB1	protein-coding	transducer of ERBB2, 1	hsa03018[RNA degradation]	.
1015	CDH17	CDH16|HPT-1|HPT1	protein-coding	cadherin 17	hsa05226[Gastric cancer]	hsa05226[Gastric cancer]
10152	ABI2	ABI-2|ABI2B|AIP-1|AIP1|AblBP3|SSH3BP2|argBP1|argBPIA|argBPIB	protein-coding	abl interactor 2	hsa04810[Regulation of actin cytoskeleton]	.
10154	PLXNC1	CD232|PLXN-C1|VESPR	protein-coding	plexin C1	hsa04360[Axon guidance]	.
10156	RASA4	CAPRI|GAPL	protein-coding	RAS p21 protein activator 4	hsa04014[Ras signaling pathway]	.
10157	AASS	LKR/SDH|LKRSDH|LORSDH	protein-coding	aminoadipate-semialdehyde synthase	hsa00310[Lysine degradation]&hsa01100[Metabolic pathways]	.
10159	ATP6AP2	APT6M8-9|ATP6IP2|ATP6M8-9|CDG2R|ELDF10|HT028|M8-9|MRXE|MRXSH|MSTP009|PRR|RENR|XMRE|XPDS	protein-coding	ATPase H+ transporting accessory protein 2	hsa04614[Renin-angiotensin system]	.
10161	LPAR6	ARWH1|HYPT8|LAH3|LPA-6|P2RY5|P2Y5	protein-coding	lysophosphatidic acid receptor 6	hsa04072[Phospholipase D signaling pathway]&hsa04080[Neuroactive ligand-receptor interaction]&hsa04151[PI3K-Akt signaling pathway]&hsa05200[Pathways in cancer]	hsa05200[Pathways in cancer]
10162	LPCAT3	C3F|LPCAT|LPLAT 5|LPSAT|MBOAT5|OACT5|nessy	protein-coding	lysophosphatidylcholine acyltransferase 3	hsa00564[Glycerophospholipid metabolism]&hsa04216[Ferroptosis]	.
10163	WASF2	IMD2|SCAR2|WASF4|WAVE2|dJ393P12.2	protein-coding	WASP family member 2	hsa04520[Adherens junction]&hsa04666[Fc gamma R-mediated phagocytosis]&hsa04810[Regulation of actin cytoskeleton]&hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05135[Yersinia infection]&hsa05231[Choline metabolism in cancer]	hsa05100[Bacterial invasion of epithelial cells]&hsa05130[Pathogenic Escherichia coli infection]&hsa05131[Shigellosis]&hsa05135[Yersinia infection]&hsa05231[Choline metabolism in cancer]
10164	CHST4	GST3|GlcNAc6ST2|HECGLCNAC6ST|LSST	protein-coding	carbohydrate sulfotransferase 4	hsa00533[Glycosaminoglycan biosynthesis - keratan sulfate]	.
1017	CDK2	CDKN2|p33(CDK2)	protein-coding	cyclin dependent kinase 2	hsa04068[FoxO signaling pathway]&hsa04110[Cell cycle]&hsa04114[Oocyte meiosis]&hsa04115[p53 signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04218[Cellular senescence]&hsa04914[Progesterone-mediated oocyte maturation]&hsa04934[Cushing syndrome]&hsa05160[Hepatitis C]&hsa05161[Hepatitis B]&hsa05162[Measles]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05215[Prostate cancer]&hsa05222[Small cell lung cancer]&hsa05226[Gastric cancer]	hsa04934[Cushing syndrome]&hsa05160[Hepatitis C]&hsa05161[Hepatitis B]&hsa05162[Measles]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05215[Prostate cancer]&hsa05222[Small cell lung cancer]&hsa05226[Gastric cancer]
10170	DHRS9	3-alpha-HSD|3ALPHA-HSD|RDH-E2|RDH-TBE|RDH15|RDHL|RDHTBE|RETSDR8|SDR9C4	protein-coding	dehydrogenase/reductase 9	hsa00830[Retinol metabolism]&hsa01100[Metabolic pathways]	.
10171	RCL1	RNAC|RPCL1	protein-coding	RNA terminal phosphate cyclase like 1	hsa03008[Ribosome biogenesis in eukaryotes]	.
10172	ZNF256	BMZF-3|BMZF3	protein-coding	zinc finger protein 256	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
10189	ALYREF	ALY|ALY/REF|BEF|REF|THOC4	protein-coding	Aly/REF export factor	hsa03013[RNA transport]&hsa03015[mRNA surveillance pathway]&hsa03040[Spliceosome]&hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
1019	CDK4	CMM3|PSK-J3	protein-coding	cyclin dependent kinase 4	hsa01522[Endocrine resistance]&hsa04110[Cell cycle]&hsa04115[p53 signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04218[Cellular senescence]&hsa04530[Tight junction]&hsa04660[T cell receptor signaling pathway]&hsa04933[AGE-RAGE signaling pathway in diabetic complications]&hsa04934[Cushing syndrome]&hsa05160[Hepatitis C]&hsa05162[Measles]&hsa05163[Human cytomegalovirus infection]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05212[Pancreatic cancer]&hsa05214[Glioma]&hsa05218[Melanoma]&hsa05219[Bladder cancer]&hsa05220[Chronic myeloid leukemia]&hsa05222[Small cell lung cancer]&hsa05223[Non-small cell lung cancer]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]	hsa01522[Endocrine resistance]&hsa04933[AGE-RAGE signaling pathway in diabetic complications]&hsa04934[Cushing syndrome]&hsa05160[Hepatitis C]&hsa05162[Measles]&hsa05163[Human cytomegalovirus infection]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05212[Pancreatic cancer]&hsa05214[Glioma]&hsa05218[Melanoma]&hsa05219[Bladder cancer]&hsa05220[Chronic myeloid leukemia]&hsa05222[Small cell lung cancer]&hsa05223[Non-small cell lung cancer]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]
101929601	LOC101929601	.	protein-coding	putative exonuclease GOR	hsa03008[Ribosome biogenesis in eukaryotes]	.
101929627	LOC101929627	.	protein-coding	putative exonuclease GOR	hsa03008[Ribosome biogenesis in eukaryotes]	.
10193	RNF41	FLRF|NRDP1|SBBI03	protein-coding	ring finger protein 41	hsa04144[Endocytosis]	.
10195	ALG3	CDG1D|CDGS4|CDGS6|D16Ertd36e|NOT56L|Not56|not	protein-coding	ALG3 alpha-1,3- mannosyltransferase	hsa00510[N-Glycan biosynthesis]&hsa00513[Various types of N-glycan biosynthesis]&hsa01100[Metabolic pathways]	.
101954264	RNVU1-4	RNU1-102|RNU1-50|RNVU1-5|vU1.4|vU1.5	snRNA	RNA, variant U1 small nuclear 4	hsa03013[RNA transport]&hsa03040[Spliceosome]	.
101954268	RNVU1-20	RNU1-110|vU1.20	snRNA	RNA, variant U1 small nuclear 20	hsa03013[RNA transport]&hsa03040[Spliceosome]	.
101954271	RNU6-9	U6-9	snRNA	RNA, U6 small nuclear 9	hsa03013[RNA transport]&hsa03040[Spliceosome]	.
101954273	RNVU1-1	RNU1-10P|RNU1-53|RNU1P10|RNVU1-10|U1.4|U1P14|vU1.1|vU1.10	snRNA	RNA, variant U1 small nuclear 1	hsa03013[RNA transport]&hsa03040[Spliceosome]	.
10197	PSME3	HEL-S-283|Ki|PA28-gamma|PA28G|PA28gamma|REG-GAMMA	protein-coding	proteasome activator subunit 3	hsa03050[Proteasome]&hsa04612[Antigen processing and presentation]&hsa05160[Hepatitis C]	hsa05160[Hepatitis C]
10199	MPHOSPH10	CT90|MPP10|MPP10P|PPP1R106	protein-coding	M-phase phosphoprotein 10	hsa03008[Ribosome biogenesis in eukaryotes]	.
102	ADAM10	AD10|AD18|CD156c|CDw156|HsT18717|MADM|RAK|kuz	protein-coding	ADAM metallopeptidase domain 10	hsa05010[Alzheimer disease]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]	hsa05010[Alzheimer disease]&hsa05120[Epithelial cell signaling in Helicobacter pylori infection]
1020	CDK5	LIS7|PSSALRE	protein-coding	cyclin dependent kinase 5	hsa04360[Axon guidance]&hsa05010[Alzheimer disease]&hsa05030[Cocaine addiction]	hsa05010[Alzheimer disease]&hsa05030[Cocaine addiction]
10200	MPHOSPH6	MPP|MPP-6|MPP6	protein-coding	M-phase phosphoprotein 6	hsa03018[RNA degradation]	.
10201	NME6	IPIA-ALPHA|NDK 6|NM23-H6	protein-coding	NME/NM23 nucleoside diphosphate kinase 6	hsa00230[Purine metabolism]&hsa00240[Pyrimidine metabolism]&hsa00983[Drug metabolism - other enzymes]&hsa01100[Metabolic pathways]	.
10203	CALCRL	CGRPR|CRLR|LMPHM8	protein-coding	calcitonin receptor like receptor	hsa04080[Neuroactive ligand-receptor interaction]&hsa04270[Vascular smooth muscle contraction]	.
10207	PATJ	Cipp|INADL|InaD-like|hINADL	protein-coding	PATJ crumbs cell polarity complex component	hsa04390[Hippo signaling pathway]&hsa04530[Tight junction]&hsa05165[Human papillomavirus infection]	hsa05165[Human papillomavirus infection]
10209	EIF1	A121|EIF-1|EIF1A|ISO1|SUI1	protein-coding	eukaryotic translation initiation factor 1	hsa03013[RNA transport]	.
1021	CDK6	MCPH12|PLSTIRE	protein-coding	cyclin dependent kinase 6	hsa04110[Cell cycle]&hsa04115[p53 signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04218[Cellular senescence]&hsa04934[Cushing syndrome]&hsa05160[Hepatitis C]&hsa05162[Measles]&hsa05163[Human cytomegalovirus infection]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05206[MicroRNAs in cancer]&hsa05212[Pancreatic cancer]&hsa05214[Glioma]&hsa05218[Melanoma]&hsa05220[Chronic myeloid leukemia]&hsa05222[Small cell lung cancer]&hsa05223[Non-small cell lung cancer]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]	hsa04934[Cushing syndrome]&hsa05160[Hepatitis C]&hsa05162[Measles]&hsa05163[Human cytomegalovirus infection]&hsa05164[Influenza A]&hsa05165[Human papillomavirus infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05203[Viral carcinogenesis]&hsa05206[MicroRNAs in cancer]&hsa05212[Pancreatic cancer]&hsa05214[Glioma]&hsa05218[Melanoma]&hsa05220[Chronic myeloid leukemia]&hsa05222[Small cell lung cancer]&hsa05223[Non-small cell lung cancer]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]
10211	FLOT1	.	protein-coding	flotillin 1	hsa04910[Insulin signaling pathway]	.
10213	PSMD14	PAD1|POH1|RPN11	protein-coding	proteasome 26S subunit, non-ATPase 14	hsa03050[Proteasome]&hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]&hsa05169[Epstein-Barr virus infection]	hsa05010[Alzheimer disease]&hsa05012[Parkinson disease]&hsa05016[Huntington disease]&hsa05017[Spinocerebellar ataxia]&hsa05169[Epstein-Barr virus infection]
102157402	AK6	AD-004|CGI-137|CINAP|CIP|hCINAP	protein-coding	adenylate kinase 6	hsa00230[Purine metabolism]&hsa01100[Metabolic pathways]&hsa03008[Ribosome biogenesis in eukaryotes]	.
1022	CDK7	CAK|CAK1|CDKN7|HCAK|MO15|STK1|p39MO15	protein-coding	cyclin dependent kinase 7	hsa03022[Basal transcription factors]&hsa03420[Nucleotide excision repair]&hsa04110[Cell cycle]	.
10220	GDF11	BMP-11|BMP11	protein-coding	growth differentiation factor 11	hsa04060[Cytokine-cytokine receptor interaction]	.
10224	ZNF443	ZK1	protein-coding	zinc finger protein 443	hsa05168[Herpes simplex virus 1 infection]	hsa05168[Herpes simplex virus 1 infection]
10228	STX6	.	protein-coding	syntaxin 6	hsa04130[SNARE interactions in vesicular transport]	.
10229	COQ7	CAT5|CLK-1|CLK1|COQ10D8	protein-coding	coenzyme Q7, hydroxylase	hsa00130[Ubiquinone and other terpenoid-quinone biosynthesis]&hsa01100[Metabolic pathways]	.
10231	RCAN2	CSP2|DSCR1L1|MCIP2|RCN2|ZAKI-4|ZAKI4	protein-coding	regulator of calcineurin 2	hsa04919[Thyroid hormone signaling pathway]	.
10235	RASGRP2	CALDAG-GEFI|CDC25L	protein-coding	RAS guanyl releasing protein 2	hsa04010[MAPK signaling pathway]&hsa04014[Ras signaling pathway]&hsa04015[Rap1 signaling pathway]&hsa04062[Chemokine signaling pathway]&hsa04611[Platelet activation]&hsa05200[Pathways in cancer]	hsa05200[Pathways in cancer]
10239	AP3S2	AP3S3|sigma3b	protein-coding	adaptor related protein complex 3 subunit sigma 2	hsa04142[Lysosome]	.
10241	CALCOCO2	NDP52	protein-coding	calcium binding and coiled-coil domain 2	hsa04137[Mitophagy - animal]&hsa05131[Shigellosis]&hsa05164[Influenza A]	hsa05131[Shigellosis]&hsa05164[Influenza A]
10242	KCNMB2	.	protein-coding	potassium calcium-activated channel subfamily M regulatory beta subunit 2	hsa04022[cGMP-PKG signaling pathway]&hsa04270[Vascular smooth muscle contraction]&hsa04911[Insulin secretion]	.
10243	GPHN	GEPH|GPH|GPHRYN|HKPX1|MOCODC	protein-coding	gephyrin	hsa00790[Folate biosynthesis]&hsa01100[Metabolic pathways]&hsa04727[GABAergic synapse]	.
10248	POP7	0610037N12Rik|RPP2|RPP20	protein-coding	POP7 homolog, ribonuclease P/MRP subunit	hsa03008[Ribosome biogenesis in eukaryotes]&hsa03013[RNA transport]	.
10249	GLYAT	ACGNAT|CAT|GAT	protein-coding	glycine-N-acyltransferase	hsa00360[Phenylalanine metabolism]&hsa01100[Metabolic pathways]	.
1025	CDK9	C-2k|CDC2L4|CTK1|PITALRE|TAK	protein-coding	cyclin dependent kinase 9	hsa05202[Transcriptional misregulation in cancer]	hsa05202[Transcriptional misregulation in cancer]
10250	SRRM1	160-KD|POP101|SRM160	protein-coding	serine and arginine repetitive matrix 1	hsa03013[RNA transport]&hsa03015[mRNA surveillance pathway]	.
10253	SPRY2	IGAN3|hSPRY2	protein-coding	sprouty RTK signaling antagonist 2	hsa05206[MicroRNAs in cancer]	hsa05206[MicroRNAs in cancer]
10254	STAM2	Hbp|STAM2A|STAM2B	protein-coding	signal transducing adaptor molecule 2	hsa04144[Endocytosis]&hsa04630[Jak-STAT signaling pathway]	.
10257	ABCC4	MOAT-B|MOATB|MRP4	protein-coding	ATP binding cassette subfamily C member 4	hsa01523[Antifolate resistance]&hsa02010[ABC transporters]&hsa04024[cAMP signaling pathway]&hsa04976[Bile secretion]	hsa01523[Antifolate resistance]
1026	CDKN1A	CAP20|CDKN1|CIP1|MDA-6|P21|SDI1|WAF1|p21CIP1	protein-coding	cyclin dependent kinase inhibitor 1A	hsa01522[Endocrine resistance]&hsa01524[Platinum drug resistance]&hsa04012[ErbB signaling pathway]&hsa04066[HIF-1 signaling pathway]&hsa04068[FoxO signaling pathway]&hsa04110[Cell cycle]&hsa04115[p53 signaling pathway]&hsa04151[PI3K-Akt signaling pathway]&hsa04218[Cellular senescence]&hsa04630[Jak-STAT signaling pathway]&hsa04921[Oxytocin signaling pathway]&hsa04928[Parathyroid hormone synthesis, secretion and action]&hsa04934[Cushing syndrome]&hsa05160[Hepatitis C]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05202[Transcriptional misregulation in cancer]&hsa05203[Viral carcinogenesis]&hsa05205[Proteoglycans in cancer]&hsa05206[MicroRNAs in cancer]&hsa05210[Colorectal cancer]&hsa05211[Renal cell carcinoma]&hsa05212[Pancreatic cancer]&hsa05213[Endometrial cancer]&hsa05214[Glioma]&hsa05215[Prostate cancer]&hsa05216[Thyroid cancer]&hsa05217[Basal cell carcinoma]&hsa05218[Melanoma]&hsa05219[Bladder cancer]&hsa05220[Chronic myeloid leukemia]&hsa05222[Small cell lung cancer]&hsa05223[Non-small cell lung cancer]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]	hsa01522[Endocrine resistance]&hsa01524[Platinum drug resistance]&hsa04934[Cushing syndrome]&hsa05160[Hepatitis C]&hsa05161[Hepatitis B]&hsa05163[Human cytomegalovirus infection]&hsa05165[Human papillomavirus infection]&hsa05166[Human T-cell leukemia virus 1 infection]&hsa05167[Kaposi sarcoma-associated herpesvirus infection]&hsa05169[Epstein-Barr virus infection]&hsa05200[Pathways in cancer]&hsa05202[Transcriptional misregulation in cancer]&hsa05203[Viral carcinogenesis]&hsa05205[Proteoglycans in cancer]&hsa05206[MicroRNAs in cancer]&hsa05210[Colorectal cancer]&hsa05211[Renal cell carcinoma]&hsa05212[Pancreatic cancer]&hsa05213[Endometrial cancer]&hsa05214[Glioma]&hsa05215[Prostate cancer]&hsa05216[Thyroid cancer]&hsa05217[Basal cell carcinoma]&hsa05218[Melanoma]&hsa05219[Bladder cancer]&hsa05220[Chronic myeloid leukemia]&hsa05222[Small cell lung cancer]&hsa05223[Non-small cell lung cancer]&hsa05224[Breast cancer]&hsa05225[Hepatocellular carcinoma]&hsa05226[Gastric cancer]
